582	0.36901
582.042	0.37301
582.084	0.37351
582.126	0.37801
582.168	0.38201
582.21	0.38401
582.252	0.38851
582.294	0.39101
582.336	0.39351
582.378	0.39901
582.42	0.40251
582.462	0.40851
582.504	0.41001
582.546	0.41301
582.588	0.41951
582.63	0.42301
582.672	0.42601
582.714	0.43501
582.756	0.43501
582.798	0.43901
582.84	0.44351
582.882	0.45051
582.924	0.45451
582.966	0.46351
583.008	0.46801
583.05	0.47101
583.092	0.47651
583.134	0.48301
583.176	0.48951
583.218	0.49651
583.26	0.50201
583.302	0.50851
583.344	0.51751
583.386	0.52601
583.428	0.53351
583.47	0.54351
583.512	0.55101
583.554	0.55851
583.596	0.57251
583.638	0.58051
583.68	0.59651
583.722	0.62051
583.764	0.64601
583.806	0.69101
583.848	0.76001
583.89	0.83951
583.932	0.91551
583.974	1.01151
584.016	1.13251
584.058	1.29201
584.1	1.47701
584.142	1.74501
584.184	2.00151
584.226	2.23601
584.268	2.55301
584.31	2.98501
584.352	3.46501
584.394	3.90401
584.436	4.29301
584.478	4.75201
584.52	5.19751
584.562	5.75201
584.604	6.38651
584.646	7.06601
584.688	7.83501
584.73	8.44001
584.772	9.27001
584.814	10.295
584.856	11.375
584.898	12.28
584.94	13.1
584.982	13.93
585.024	14.955
585.066	15.995
585.108	17.13
585.15	18.425
585.192	19.21
585.234	20.51
585.276	22.08
585.318	23.625
585.36	24.88
585.402	26.12
585.444	27.26
585.486	28.405
585.528	29.82
585.57	31.07
585.612	32.56
585.654	33.96
585.696	35.085
585.738	36.525
585.78	38.205
585.822	39.72
585.864	41.12
585.906	42.355
585.948	43.645
585.99	44.855
586.032	46.35
586.074	47.745
586.116	49.165
586.158	50.62
586.2	51.76
586.242	53.675
586.284	55.29
586.326	56.92
586.368	58.055
586.41	59.315
586.452	60.51
586.494	62.185
586.536	63.685
586.578	65.105
586.62	66.515
586.662	67.62
586.704	69.295
586.746	71.235
586.788	72.86
586.83	74.32
586.872	75.52
586.914	76.83
586.956	78.05
586.998	79.7
587.04	81.2
587.082	82.4
587.124	84.45
587.166	85.15
587.208	86.9
587.25	88.6
587.292	89.95
587.334	91.45
587.376	92.45
587.418	93.25
587.46	94.65
587.502	96.05
587.544	97.35
587.586	98.55
587.628	99.1
587.67	100.75
587.712	101.8
587.754	103.2
587.796	103.9
587.838	104.8
587.88	105.55
587.922	106.5
587.964	107.2
588.006	107.85
588.048	108.75
588.09	109.3
588.132	109.9
588.174	110.35
588.216	111.05
588.258	111.45
588.3	111.85
588.342	111.85
588.384	112.25
588.426	112.95
588.468	113.45
588.51	113.4
588.552	114.45
588.594	114.5
588.636	114.9
588.678	114.8
588.72	115
588.762	115.25
588.804	114.75
588.846	115.4
588.888	115.25
588.93	115.7
588.972	115.45
589.014	115.95
589.056	115.35
589.098	115.6
589.14	115.15
589.182	115.4
589.224	114.7
589.266	114.6
589.308	114.7
589.35	114.2
589.392	114.15
589.434	113.65
589.476	113.65
589.518	112.55
589.56	112.55
589.602	112.1
589.644	111.8
589.686	110.9
589.728	110.4
589.77	109.35
589.812	108.6
589.854	107.8
589.896	107.45
589.938	106.15
589.98	104.35
590.022	104.05
590.064	103.15
590.106	102
590.148	100.75
590.19	99.2
590.232	98.25
590.274	97.2
590.316	96.2
590.358	94.85
590.4	93.65
590.442	92.5
590.484	91
590.526	89.5
590.568	88.6
590.61	86.65
590.652	85.1
590.694	83.65
590.736	81.95
590.778	80.5
590.82	79.55
590.862	77.95
590.904	76.9
590.946	74.9
590.988	73.5
591.03	71.8
591.072	70.7
591.114	69.05
591.156	67.15
591.198	65.4
591.24	64.35
591.282	63
591.324	61.65
591.366	60.1
591.408	58.85
591.45	57.1
591.492	55.65
591.534	54.75
591.576	53.2
591.618	51.25
591.66	49.5
591.702	47.9
591.744	46.75
591.786	45.5
591.828	44
591.87	42.85
591.912	41.35
591.954	39.75
591.996	38.3
592.038	37.1
592.08	35.5
592.122	33.65
592.164	31.9
592.206	30.355
592.248	29.235
592.29	27.95
592.332	26.7
592.374	25.235
592.416	23.915
592.458	22.62
592.5	21.435
592.542	20.34
592.584	18.895
592.626	17.405
592.668	15.97
592.71	14.89
592.752	14.025
592.794	13.19
592.836	12.09
592.878	11.165
592.92	10.06
592.962	9.16501
593.004	8.50001
593.046	7.73501
593.088	6.89501
593.13	6.15501
593.172	5.59501
593.214	5.12001
593.256	4.66001
593.298	4.24001
593.34	3.82501
593.382	3.40001
593.424	3.05451
593.466	2.66951
593.508	2.42501
593.55	2.11951
593.592	1.83201
593.634	1.60401
593.676	1.44351
593.718	1.31351
593.76	1.20601
593.802	1.10951
593.844	1.02601
593.886	0.93901
593.928	0.86701
593.97	0.83401
594.012	0.78501
594.054	0.74201
594.096	0.71001
594.138	0.68301
594.18	0.66501
594.222	0.65051
594.264	0.63851
594.306	0.62551
594.348	0.61351
594.39	0.60701
594.432	0.59601
594.474	0.58701
594.516	0.57501
594.558	0.56701
594.6	0.55701
594.642	0.54951
594.684	0.54601
594.726	0.53801
594.768	0.53301
594.81	0.52651
594.852	0.52001
594.894	0.51401
594.936	0.50701
594.978	0.50301
595.02	0.49601
595.062	0.48901
595.104	0.48351
595.146	0.47851
595.188	0.47351
595.23	0.46901
595.272	0.46401
595.314	0.45701
595.356	0.45201
595.398	0.45201
595.44	0.44651
595.482	0.44101
595.524	0.43751
595.566	0.43201
595.608	0.42951
595.65	0.42601
595.692	0.42351
595.734	0.41901
595.776	0.41551
595.818	0.41151
595.86	0.40601
595.902	0.40201
595.944	0.39901
595.986	0.39451
