582	0.189208
582.021	0.189558
582.042	0.191408
582.063	0.191708
582.084	0.191658
582.105	0.194358
582.126	0.194808
582.147	0.194358
582.168	0.196058
582.189	0.196208
582.21	0.196908
582.231	0.198308
582.252	0.199408
582.273	0.199858
582.294	0.201258
582.315	0.201808
582.336	0.202458
582.357	0.204258
582.378	0.205258
582.399	0.205958
582.42	0.207608
582.441	0.208758
582.462	0.207908
582.483	0.210258
582.504	0.211008
582.525	0.210908
582.546	0.212508
582.567	0.213308
582.588	0.214308
582.609	0.215108
582.63	0.217308
582.651	0.217808
582.672	0.219108
582.693	0.220358
582.714	0.221258
582.735	0.222508
582.756	0.222008
582.777	0.223658
582.798	0.224658
582.819	0.225758
582.84	0.227308
582.861	0.228958
582.882	0.231258
582.903	0.232108
582.924	0.233308
582.945	0.234958
582.966	0.236108
582.987	0.236058
583.008	0.236408
583.029	0.238408
583.05	0.239258
583.071	0.241008
583.092	0.241208
583.113	0.243608
583.134	0.245008
583.155	0.246058
583.176	0.247058
583.197	0.249058
583.218	0.250458
583.239	0.249808
583.26	0.251908
583.281	0.253358
583.302	0.255058
583.323	0.256608
583.344	0.257958
583.365	0.261558
583.386	0.262058
583.407	0.264908
583.428	0.265208
583.449	0.266608
583.47	0.267708
583.491	0.270258
583.512	0.271158
583.533	0.272758
583.554	0.274108
583.575	0.276208
583.596	0.277208
583.617	0.279308
583.638	0.279058
583.659	0.280408
583.68	0.281108
583.701	0.283458
583.722	0.284708
583.743	0.286158
583.764	0.287958
583.785	0.291208
583.806	0.293658
583.827	0.296008
583.848	0.299408
583.869	0.301058
583.89	0.303208
583.911	0.305858
583.932	0.307408
583.953	0.309658
583.974	0.310458
583.995	0.312508
584.016	0.314958
584.037	0.315708
584.058	0.317608
584.079	0.319708
584.1	0.322508
584.121	0.325508
584.142	0.328358
584.163	0.329758
584.184	0.334758
584.205	0.337208
584.226	0.339758
584.247	0.341208
584.268	0.342758
584.289	0.345208
584.31	0.349758
584.331	0.352458
584.352	0.356158
584.373	0.359508
584.394	0.363808
584.415	0.366358
584.436	0.370808
